,dataExtracao,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,2020-06-20,SUDOESTE,"-15,848741","-48,067949",6786,23.6,817.91,107,1.6
1,2020-06-20,Águas Claras,"-15,835755","-48,023704",1189,4.1,696.80,10,0.8
2,2020-06-20,Recanto das Emas,"-15,91697","-48,101851",806,2.8,608.55,23,2.9
3,2020-06-20,Samambaia,"-15,874647","-48,101735",2082,7.2,849.93,40,1.9
4,2020-06-20,Taguatinga,"-15,829303","-48,055925",2287,8.0,1098.58,30,1.3
5,2020-06-20,Vicente Pires,"-15,80135","-48,029207",422,1.5,574.52,4,0.9
6,2020-06-20,CENTRAL,"-15,787416","-47,904364",3766,13.1,959.01,35,0.9
7,2020-06-20,Plano Piloto,"-15,79558","-47,880991",2347,8.2,1019.06,22,0.9
8,2020-06-20,Sudoeste/Octogonal,"-15,791981","-47,929973",444,1.5,803.50,6,1.4
9,2020-06-20,Cruzeiro,"-15,783461","-47,935849",245,0.9,794.06,0,0.0
10,2020-06-20,Lago Norte,"-15,716136","-47,872314",285,1.0,767.64,1,0.4
11,2020-06-20,Lago Sul,"-15,866769","-47,863069",413,1.4,1362.14,5,1.2
12,2020-06-20,Varjão do Torto,"-15,709046","-47,878307",32,0.1,362.44,1,0.0
13,2020-06-20,CENTRO SUL,"-15,832904","-47,964603",3091,10.8,811.72,45,1.5
14,2020-06-20,Candangolândia,"-15,850394","-47,948315",164,0.6,1003.79,2,1.2
15,2020-06-20,Parkway,"-15,912218","-47,958777",179,0.6,776.30,3,1.7
16,2020-06-20,Guará,"-15,819059","-47,97966",1110,3.9,789.70,16,1.4
17,2020-06-20,Núcleo Bandeirante,"-15,872164","-47,968502",267,0.9,1111.62,5,1.9
18,2020-06-20,Riacho Fundo I,"-15,882885","-48,016893",627,2.2,1431.02,8,1.3
19,2020-06-20,Riacho Fundo II,"-15,924313","-48,037374",270,0.9,288.41,1,0.4
20,2020-06-20,SCIA (Estrutural),"-15,783705","-47,987222",455,1.6,1237.42,10,2.2
21,2020-06-20,SIA,"-15,802812","-47,960215",19,0.1,724.91,0,0.0
22,2020-06-20,NORTE,"-15,661909","-47,813598",2261,7.9,636.89,33,1.5
23,2020-06-20,Fercal,"-15,598803","-47,86915",19,0.1,200.59,0,0.0
24,2020-06-20,Planaltina,"-15,713838","-47,520359",1036,3.6,528.34,18,1.7
25,2020-06-20,Sobradinho I,"-15,653501","-47,802874",1036,3.6,1455.77,13,1.3
26,2020-06-20,Sobradinho II,"-15,621837","-47,803434",170,0.6,217.16,2,1.2
27,2020-06-20,SUL,"-16,025131","-48,051063",2627,9.1,962.42,30,1.1
28,2020-06-20,Gama,"-15,99793","-48,145463",1539,5.4,1071.07,17,1.1
29,2020-06-20,Santa Maria,"-16,024697","-47,990179",1088,3.8,841.64,13,1.2
30,2020-06-20,OESTE,"-15,76191","-48,139419",4950,17.2,974.70,97,2.0
31,2020-06-20,Brazlândia,"-15,631225","-48,131325",491,1.7,766.86,6,1.2
32,2020-06-20,Ceilândia,"-15,817297","-48,170523",4459,15.5,1004.68,91,2.0
33,2020-06-20,LESTE,"-15,835614","-47,715819",2891,10.1,921.98,23,0.8
34,2020-06-20,Itapoã,"-15,744747","-47,764271",373,1.3,576.09,2,0.5
35,2020-06-20,Paranoá,"-15,931541","-47,525609",1079,3.8,1444.64,5,0.5
36,2020-06-20,São Sebastião,"-15,934012","-47,756858",1023,3.6,881.99,11,1.1
37,2020-06-20,Jardim Botânico,"-15,855691","-47,809974",416,1.4,715.54,2,0.5
38,2020-06-20,População Privada de Liberdade,"-15,90473","-47,80732",1054,3.7,7850.44,3,0.3
39,2020-06-20,RA em Investigação,nan,nan,1296,4.5,0,0.0,
